player;age;height;nationality;position;value;games;minutes;goals;assists;crosses;tackles;pressures;blocks;touches;fouls;fouled;offsides;own goals;ball recoveries;saves;squad;Season;league;Attendance;games starts;passes completed;sca;gca;dribbles completed;pens won;goals against gk;shots on target against;CLBestScorer;cards yellow;shots total;LgRk;MP;W;D;L;GF;GA;Pts;CL;WinCL
Victor Wanyama;28;184;Kenya;Midfield;6000000;2;25;0;0;0;1;6;0;21;1;1;0;0;4;0;Tottenham;01/01/2019;Premier League;43757;0;18;1;0;1;0;0;0;;1;0;6;38;16;11;11;61;47;59;No;No
Victor Perea;19;169;Spain;Defender;2300000;18;1270;0;0;42;18;182;32;828;20;22;0;1;120;0;Espanyol;01/01/2019;La Liga;16260;14;507;26;0;4;0;0;0;No;2;5;20;38;5;10;23;27;58;25;No;No
Victor Osimhen;20;186;Niger;Forward;27000000;27;2287;13;4;20;8;439;17;704;57;40;33;0;113;0;Lille;01/01/2019;Ligue 1;36404;25;232;44;7;15;3;0;0;No;4;82;4;28;15;4;9;35;27;49;No;No
Victor Moses;28;177;Niger;Defender;6000000;12;420;0;3;27;6;45;4;325;6;9;0;0;40;0;Inter;01/01/2019;Serie A;41558;4;221;23;8;12;2;0;0;No;1;5;2;38;24;10;4;81;36;82;Yes;No
Victor Lindelöf;25;187;Sweden;Defender;28000000;35;3092;1;0;1;30;221;50;2308;22;6;0;1;406;0;Manchester Utd;01/01/2019;Premier League;57415;35;1764;17;2;3;0;0;0;No;6;6;3;38;18;12;8;66;36;66;Yes;No
Vicente Iborra;31;190;Spain;Midfield;6000000;34;2648;1;2;3;60;462;51;1715;57;46;1;0;313;0;Villarreal;01/01/2019;La Liga;11321;33;1247;25;3;10;0;0;0;;10;19;5;38;18;6;14;63;49;60;No;No
Vicente Guaita;32;190;Spain;Goalkeeper;4000000;35;3150;0;0;0;0;3;0;1148;0;3;0;1;164;106;Crystal Palace;01/01/2019;Premier League;19784;35;591;3;1;0;0;42;147;No;1;0;14;38;11;10;17;31;50;43;No;No
Vedad Ibišević;34;188;Bosnia and Herzegovina;Forward;750;25;1257;7;2;2;3;222;4;381;19;13;12;0;49;0;Hertha BSC;01/01/2019;Bundesliga;37689;15;171;29;4;10;0;0;0;No;4;29;10;34;11;8;15;48;59;41;No;No
Vasco Regini;28;185;Italy;Defender;72500;2;51;0;0;0;0;3;0;26;0;0;0;0;1;0;Parma;01/01/2019;Serie A;10245;0;21;0;0;0;0;0;0;No;0;0;11;38;14;7;17;56;57;49;No;No
Vasco Regini;28;185;Italy;Defender;72500;3;174;0;0;0;4;26;6;84;2;1;0;0;22;0;Sampdoria;01/01/2019;Serie A;13700;2;54;1;0;0;0;0;0;No;0;0;15;38;12;6;20;48;65;42;No;No
Valter Birsa;32;184;Slovenia;Midfield;1000000;13;430;0;0;5;9;73;9;364;6;2;0;0;49;0;Cagliari;01/01/2019;Serie A;10728;4;270;17;1;1;0;0;0;No;1;3;14;38;11;12;15;52;56;45;No;No
Valon Berisha;26;176;Kosovo;Midfield;4000000;13;941;0;1;9;1;14;0;493;12;7;1;0;61;0;Düsseldorf;01/01/2019;Bundesliga;30581;12;5;19;1;2;0;0;0;No;1;0;17;34;6;12;16;36;67;30;No;No
Valon Berisha;26;176;Kosovo;Midfield;4000000;3;33;0;0;0;21;257;16;11;1;0;0;0;2;0;Lazio;01/01/2019;Serie A;26363;0;331;0;0;0;0;0;0;No;0;12;4;38;24;6;8;79;42;78;Yes;No
Valon Behrami;34;184;Switzerland;Midfield;47500;17;1107;0;0;2;36;357;35;568;36;26;0;0;116;0;Genoa;01/01/2019;Serie A;14016;13;369;11;0;7;0;0;0;No;4;5;17;38;10;9;19;47;73;39;No;No
Valerio Verre;25;181;Italy;Forward;3000000;32;1774;3;2;23;24;347;12;946;30;30;5;0;114;0;Hellas Verona;01/01/2019;Serie A;11248;22;524;51;8;22;0;0;0;No;4;41;9;38;12;13;13;47;51;49;No;No
Valentino Lazaro;23;180;Austria;Defender;15000000;6;323;0;1;11;10;74;5;244;7;1;0;0;29;0;Inter;01/01/2019;Serie A;41558;3;152;14;1;6;0;0;0;No;2;3;2;38;24;10;4;81;36;82;Yes;No
Valentino Lazaro;23;180;Austria;Defender;15000000;13;480;1;0;3;11;98;6;240;3;2;0;0;39;0;Newcastle Utd;01/01/2019;Premier League;35551;4;158;8;0;12;0;0;0;No;0;4;13;38;11;11;16;38;58;44;No;No
Valentin Rongier;24;172;France;Midfield;16000000;23;1790;0;2;6;76;614;41;1498;34;18;0;0;230;0;Marseille;01/01/2019;Ligue 1;52805;20;1097;52;3;24;0;0;0;No;3;36;2;28;16;8;4;41;29;56;Yes;No
Valentin Rongier;24;172;France;Midfield;16000000;3;270;0;1;4;4;81;2;198;5;3;0;0;31;0;Nantes;01/01/2019;Ligue 1;24635;3;154;14;1;5;0;0;0;No;0;4;13;28;11;4;13;28;31;37;No;No
Valentin Eysseric;27;181;France;Midfield;1000000;3;42;0;0;1;0;16;1;31;3;0;0;0;4;0;Fiorentina;01/01/2019;Serie A;22486;0;16;4;0;1;0;0;0;No;0;2;10;38;12;13;13;51;48;49;No;No
Valentin Eysseric;27;181;France;Midfield;1000000;6;353;0;0;6;4;64;2;178;11;3;1;0;18;0;Hellas Verona;01/01/2019;Serie A;11248;3;115;18;1;2;0;0;0;No;3;5;9;38;12;13;13;47;51;49;No;No
Valére Germain;29;180;France;Forward;4000000;25;1350;2;4;24;23;281;31;605;14;14;2;0;78;0;Marseille;01/01/2019;Ligue 1;52805;14;330;22;6;4;1;0;0;No;1;21;2;28;16;8;4;41;29;56;Yes;No
Victor Sanchez;31;174;Spain;Midfield;2000000;25;1688;0;1;31;63;482;31;1165;48;31;0;0;218;0;Espanyol;01/01/2019;La Liga;16260;20;739;44;2;12;0;0;0;No;11;10;20;38;5;10;23;27;58;25;No;No
Victor Laguardia;29;185;Spain;Defender;7000000;31;2654;1;2;4;25;214;45;1316;36;7;2;0;298;0;Alavés;01/01/2019;La Liga;12177;31;774;16;3;3;0;0;0;No;9;8;16;38;10;9;19;34;59;39;No;No
Victor Garcia;22;177;Spain;Forward;25000;2;88;1;0;2;2;9;2;42;0;0;0;0;10;0;Valladolid;01/01/2019;La Liga;13580;1;24;4;0;3;0;0;0;;0;2;13;38;9;15;14;32;43;42;No;No
Victor Diaz;31;183;Spain;Defender;1000000;36;2884;1;5;68;79;405;88;1878;20;12;1;0;304;0;Granada;01/01/2019;La Liga;11174;33;1020;46;9;15;0;0;0;No;4;16;7;38;16;8;14;52;45;56;No;No
Victor Campuzano;22;174;Spain;Forward;2000000;20;870;0;0;5;14;215;5;268;24;17;14;0;46;0;Espanyol;01/01/2019;La Liga;16260;9;99;17;1;11;0;0;0;No;2;18;20;38;5;10;23;27;58;25;No;No
Vi­ctor Camarasa;25;183;Spain;Midfield;4000000;17;1293;0;1;13;17;254;16;662;14;15;2;0;114;0;Alavés;01/01/2019;La Liga;12177;15;430;24;2;16;0;0;0;No;1;8;16;38;10;9;19;34;59;39;No;No
Vi­ctor Camarasa;25;183;Spain;Midfield;4000000;1;6;0;0;0;0;0;0;3;0;0;0;0;0;0;Crystal Palace;01/01/2019;Premier League;19784;0;3;1;0;0;0;0;0;No;0;0;14;38;11;10;17;31;50;43;No;No
Uwe Hünemeier;33;189;Germany;Defender;32500;16;1209;1;0;1;24;129;34;966;17;6;1;0;144;0;Paderborn 07;01/01/2019;Bundesliga;11038;13;698;14;0;2;0;0;0;No;7;10;18;34;4;8;22;37;74;20;No;No
Unai Simón;22;190;Spain;Goalkeeper;16000000;34;2991;0;0;0;0;4;1;1172;2;2;0;0;161;78;Athletic Club;01/01/2019;La Liga;28039;34;650;4;0;0;0;29;103;No;2;0;11;38;13;12;13;41;38;51;No;No
Unai Núñez;22;186;Spain;Defender;16000000;20;1572;0;0;0;13;112;30;874;17;10;0;1;146;0;Athletic Club;01/01/2019;La Liga;28039;16;587;5;1;6;0;0;0;No;7;8;11;38;13;12;13;41;38;51;No;No
Unai López;23;170;Spain;Midfield;2000000;26;1787;1;4;42;38;339;19;1374;37;17;1;0;212;0;Athletic Club;01/01/2019;La Liga;28039;24;1004;48;5;19;0;0;0;No;6;28;11;38;13;12;13;41;38;51;No;No
Unai García;27;186;Spain;Defender;80000;8;536;1;0;3;8;60;18;281;4;3;0;0;72;0;Osasuna;01/01/2019;La Liga;11453;6;155;2;0;3;0;0;0;No;0;2;10;38;13;13;12;46;54;52;No;No
Unai Bustinza;27;175;Spain;Defender;3000000;33;2684;0;1;35;76;374;45;1629;50;57;3;0;351;0;Leganés;01/01/2019;La Liga;7539;31;901;32;2;6;0;0;0;No;8;7;18;38;8;12;18;30;51;36;No;No
Tyrone Mings;26;195;United Kingdom;Defender;22000000;33;2902;2;2;6;25;160;72;1694;20;11;2;0;330;0;Aston Villa;01/01/2019;Premier League;28505;33;1055;13;2;11;0;0;0;No;7;9;17;38;9;8;21;41;67;35;No;No
Tyrick Mitchell;19;175;United Kingdom;Defender;5000000;4;195;0;0;4;6;48;6;142;1;1;0;0;18;0;Crystal Palace;01/01/2019;Premier League;19784;2;96;5;0;1;0;0;0;No;1;0;14;38;11;10;17;31;50;43;No;No
Tyler Adams;20;176;United States;Defender;11000000;14;953;0;0;9;23;194;22;813;9;16;0;0;106;0;RB Leipzig;01/01/2019;Bundesliga;28819;10;595;18;2;6;0;0;0;No;0;7;3;34;18;12;4;81;37;66;Yes;No
Troy Parrott;17;185;United Kingdom;Midfield;3000000;2;7;0;0;0;0;4;0;5;0;0;0;0;0;0;Tottenham;01/01/2019;Premier League;43757;0;5;0;0;0;0;0;0;;0;0;6;38;16;11;11;61;47;59;No;No
Troy Deeney;31;184;United Kingdom;Forward;6000000;27;2225;10;2;14;24;458;20;951;37;37;12;0;119;0;Watford;01/01/2019;Premier League;15353;26;405;51;5;11;1;0;0;;3;38;19;38;8;10;20;36;64;34;No;No
Tristan Dingomé;28;174;Cameroon;Midfield;1000000;15;892;0;1;8;11;212;11;449;20;10;0;0;64;0;Reims;01/01/2019;Ligue 1;12932;12;269;26;2;5;0;0;0;No;1;9;6;28;10;11;7;26;21;41;No;No
Trent Alexander-Arnold;20;180;United Kingdom;Defender;99000000;38;3175;4;13;183;58;409;53;3520;22;9;3;0;352;0;Liverpool;01/01/2019;Premier League;41955;35;2254;152;24;26;0;0;0;No;5;44;1;38;32;3;3;85;33;99;Yes;Yes
Trézéguet;24;179;Egypt;Forward;8000000;34;1950;6;1;41;42;530;41;775;35;32;5;0;94;0;Aston Villa;01/01/2019;Premier League;28505;20;295;47;2;40;1;0;0;No;4;50;17;38;9;8;21;41;67;35;No;No
Torben Müsel;20;185;Germany;Forward;32500;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;M'Gladbach;01/01/2019;Bundesliga;36078;0;0;0;0;0;0;0;0;No;0;0;4;34;20;5;9;66;40;65;Yes;No
Tony Jantschke;29;177;Germany;Defender;2000000;17;1012;0;0;5;39;129;31;802;17;3;0;0;101;0;M'Gladbach;01/01/2019;Bundesliga;36078;11;538;12;0;1;0;0;0;No;6;4;4;34;20;5;9;66;40;65;Yes;No
Toni Villa;24;172;Spain;Midfield;3000000;23;1354;0;1;23;25;313;24;713;14;37;3;0;124;0;Valladolid;01/01/2019;La Liga;13580;18;331;31;3;40;0;0;0;;4;19;13;38;9;15;14;32;43;42;No;No
Toni Leistner;28;190;Germany;Defender;2000000;13;1012;0;0;1;19;95;22;766;16;6;0;0;145;0;Köln;01/01/2019;Bundesliga;35094;11;524;5;0;5;0;0;0;No;3;2;14;34;10;6;18;51;69;36;No;No
Toni Lato;21;171;Spain;Defender;1500000;8;470;1;0;12;20;111;13;326;13;3;0;0;61;0;Osasuna;01/01/2019;La Liga;11453;6;168;7;1;10;0;0;0;No;3;4;10;38;13;13;12;46;54;52;No;No
Toni Kroos;29;183;Germany;Midfield;48000000;35;2652;4;5;49;57;594;36;2736;28;43;2;0;208;0;Real Madrid;01/01/2019;La Liga;45833;31;2233;105;7;22;0;0;0;No;2;57;1;38;26;9;3;70;25;87;Yes;No
Tommaso Augello;24;180;Italy;Defender;80000;17;1135;0;2;65;15;97;19;916;7;4;1;0;119;0;Sampdoria;01/01/2019;Serie A;13700;12;635;40;3;21;0;0;0;No;2;0;15;38;12;6;20;48;65;42;No;No
Tomás Rincón;31;177;Venezuela;Midfield;5000000;32;2702;1;3;23;60;480;36;1626;69;48;1;0;309;0;Torino;01/01/2019;Serie A;13338;31;1071;49;4;37;0;0;0;;10;18;16;38;11;7;20;46;68;40;No;No
Tomás Pina Isla;31;185;Spain;Midfield;1500000;20;1344;1;0;4;34;231;18;671;44;19;0;0;174;0;Alavés;01/01/2019;La Liga;12177;17;419;10;1;9;1;0;0;No;6;2;16;38;10;9;19;34;59;39;No;No
Tomáš Vaclík;30;188;Czech Republic;Goalkeeper;10000000;33;2925;0;0;0;0;0;0;971;0;3;0;0;158;68;Sevilla;01/01/2019;La Liga;25016;33;668;4;0;0;0;31;96;No;0;0;4;38;19;13;6;54;34;70;Yes;No
Tomáš Souček;24;192;Czech Republic;Midfield;20000000;13;1040;3;0;1;35;240;16;530;11;9;0;1;117;0;West Ham;01/01/2019;Premier League;44155;12;274;8;1;1;0;0;0;;0;19;16;38;10;9;19;49;62;39;No;No
Tomáš Koubek;26;197;Czech Republic;Goalkeeper;2500000;24;2160;0;0;0;0;7;1;940;0;2;0;0;140;72;Augsburg;01/01/2019;Bundesliga;20265;24;500;2;0;1;0;51;122;No;2;0;15;34;9;9;16;45;63;36;No;No
Toma Bašić;22;189;Croatia;Midfield;7000000;15;991;1;3;10;33;274;16;729;12;15;1;0;102;0;Bordeaux;01/01/2019;Ligue 1;23430;11;456;33;4;18;0;0;0;No;4;17;12;28;9;10;9;40;34;37;No;No
Tom Trybull;26;181;Germany;Midfield;3000000;16;1130;0;0;0;49;394;21;756;26;11;2;0;130;0;Norwich City;01/01/2019;Premier League;19913;14;551;9;1;7;0;0;0;No;2;11;20;38;5;6;27;26;75;21;No;No
Tom Krauß;18;182;Germany;Midfield;30000;1;4;0;0;0;1;4;1;7;0;0;0;0;1;0;RB Leipzig;01/01/2019;Bundesliga;28819;0;5;0;0;0;0;0;0;No;0;0;3;34;18;12;4;81;37;66;Yes;No
Tom Heaton;33;188;United Kingdom;Goalkeeper;4000000;20;1794;0;0;0;0;3;0;671;1;2;0;1;84;67;Aston Villa;01/01/2019;Premier League;28505;20;350;0;0;0;0;35;99;No;0;0;17;38;9;8;21;41;67;35;No;No
Tom Davies;21;180;United Kingdom;Midfield;16000000;30;2027;1;0;4;36;425;34;1118;29;40;1;0;252;0;Everton;01/01/2019;Premier League;28848;23;681;24;0;21;0;0;0;No;8;17;12;38;13;10;15;44;56;49;No;No
Tom Cleverley;29;175;United Kingdom;Midfield;4000000;18;971;1;0;20;27;293;20;583;16;10;0;0;92;0;Watford;01/01/2019;Premier League;15353;11;366;31;1;4;0;0;0;;2;17;19;38;8;10;20;36;64;34;No;No
Todd Cantwell;21;177;United Kingdom;Forward;20000000;37;2489;6;2;16;49;577;58;1511;33;66;3;0;179;0;Norwich City;01/01/2019;Premier League;19913;30;884;74;5;57;0;0;0;No;6;42;20;38;5;6;27;26;75;21;No;No
Toby Alderweireld;30;186;Belgium;Defender;24000000;33;2957;2;2;8;44;258;69;2265;18;4;1;1;322;0;Tottenham;01/01/2019;Premier League;43757;33;1567;21;3;0;0;0;0;;7;16;6;38;16;11;11;61;47;59;No;No
Tobias Strobl;29;188;Germany;Midfield;3000000;10;615;0;0;0;18;124;10;448;12;10;0;0;71;0;M'Gladbach;01/01/2019;Bundesliga;36078;6;347;6;1;5;0;0;0;No;1;1;4;34;20;5;9;66;40;65;Yes;No
Tobias Raschl;19;177;Germany;Midfield;90000;1;26;0;0;0;0;8;0;17;1;0;0;0;5;0;Dortmund;01/01/2019;Bundesliga;57297;0;15;0;0;0;0;0;0;No;0;0;2;34;21;6;7;84;41;69;Yes;No
ToĂ±o;29;180;Spain;Defender;800;20;1589;0;2;43;28;175;39;1104;16;20;5;0;149;0;Levante;01/01/2019;La Liga;13196;18;738;36;4;27;0;0;0;No;2;3;12;38;14;7;17;47;53;49;No;No
Tin Jedvaj;23;188;Croatia;Defender;7000000;31;2638;2;0;8;47;302;67;1472;19;16;1;1;282;0;Augsburg;01/01/2019;Bundesliga;20265;30;854;17;1;6;0;0;0;No;6;13;15;34;9;9;16;45;63;36;No;No
Timothy Weah;19;185;United States;Midfield;7000000;3;85;0;0;0;1;16;0;44;1;0;1;0;6;0;Lille;01/01/2019;Ligue 1;36404;1;21;2;0;4;0;0;0;No;1;1;4;28;15;4;9;35;27;49;No;No
Timothy Fosu-Mensah;21;190;Netherlands;Defender;6000000;3;136;0;0;2;1;19;0;84;5;0;1;0;9;0;Manchester Utd;01/01/2019;Premier League;57415;2;62;3;0;1;0;0;0;No;1;1;3;38;18;12;8;66;36;66;Yes;No
Timothy Chandler;29;186;United States;Defender;2000000;22;1220;5;1;47;20;195;22;589;16;11;4;0;87;0;Eint Frankfurt;01/01/2019;Bundesliga;35435;12;290;23;3;4;0;0;0;No;4;19;9;34;13;6;15;59;60;45;No;No
Timothy Castagne;23;180;Belgium;Defender;16000000;27;1769;1;2;52;39;277;49;1322;18;8;5;0;159;0;Atalanta;01/01/2019;Serie A;11167;19;952;45;7;14;1;0;0;No;4;17;3;38;23;9;6;98;48;78;Yes;No
Timothée Nkada;20;177;France;Forward;300;8;148;0;0;3;1;40;0;41;4;3;2;0;7;0;Reims;01/01/2019;Ligue 1;12932;0;15;5;1;2;0;0;0;No;1;2;6;28;10;11;7;26;21;41;No;No
Timothée Kolodziejczak;27;185;France;Defender;4000000;15;1305;0;0;22;17;158;26;867;17;5;1;0;127;0;Saint-Étienne;01/01/2019;Ligue 1;23205;14;563;13;1;4;0;0;0;No;6;3;17;28;8;6;14;29;45;30;No;No
Timo Werner;23;181;Germany;Forward;64000000;34;2795;28;8;84;14;422;17;1455;18;29;44;0;161;0;RB Leipzig;01/01/2019;Bundesliga;28819;33;764;117;19;66;1;0;0;No;4;117;3;34;18;12;4;81;37;66;Yes;No
Timo Horn;26;192;Germany;Goalkeeper;4000000;34;3060;0;0;0;0;8;0;1289;1;3;0;0;149;87;Köln;01/01/2019;Bundesliga;35094;34;867;3;1;0;0;69;152;No;0;0;14;34;10;6;18;51;69;36;No;No
Timo Becker;22;186;Germany;Defender;65000;10;336;0;0;6;14;66;5;201;2;2;0;0;32;0;Schalke 04;01/01/2019;Bundesliga;46681;4;120;8;0;4;0;0;0;No;0;5;12;34;9;12;13;38;58;39;No;No
Timm Klose;31;195;Switzerland;Defender;2000000;7;585;0;0;0;9;53;11;452;8;7;0;0;78;0;Norwich City;01/01/2019;Premier League;19913;7;331;2;0;0;0;0;0;No;0;3;20;38;5;6;27;26;75;21;No;No
Tim Krul;31;193;Netherlands;Goalkeeper;3000000;36;3240;0;0;0;0;7;0;1658;1;6;0;1;160;123;Norwich City;01/01/2019;Premier League;19913;36;1047;2;1;0;0;68;189;No;4;0;20;38;5;6;27;26;75;21;No;No
Tiemoué Bakayoko;24;189;France;Midfield;25000000;20;1719;1;2;14;70;414;25;1233;34;58;0;0;192;0;Monaco;01/01/2019;Ligue 1;6451;20;831;30;3;31;0;0;0;No;4;24;9;28;11;7;10;44;44;40;No;No
Tiago Djaló;19;190;Portugal;Defender;4000000;8;661;0;0;1;9;78;8;505;9;5;0;0;69;0;Lille;01/01/2019;Ligue 1;36404;8;380;3;0;1;0;0;0;No;1;0;4;28;15;4;9;35;27;49;No;No
Thorgan Hazard;26;175;Belgium;Forward;32000000;33;2380;7;13;46;42;587;37;1562;37;40;12;0;163;0;Dortmund;01/01/2019;Bundesliga;57297;28;961;104;20;56;0;0;0;No;3;50;2;34;21;6;7;84;41;69;Yes;No
Thomas Strakosha;24;193;Albania;Goalkeeper;20000000;38;3420;0;0;0;0;4;2;1308;0;4;0;0;151;111;Lazio;01/01/2019;Serie A;26363;38;953;7;1;1;0;42;145;No;2;0;4;38;24;6;8;79;42;78;Yes;No
Thomas Pledl;25;174;Germany;Defender;80000;5;91;0;0;7;4;42;2;55;1;0;1;0;11;0;Düsseldorf;01/01/2019;Bundesliga;30581;0;21;2;0;2;0;0;0;No;0;1;17;34;6;12;16;36;67;30;No;No
Thomas Partey;26;185;Ghana;Midfield;40000000;35;2549;3;0;7;65;445;56;1990;48;32;0;0;384;0;Atlético Madrid;01/01/2019;La Liga;42236;29;1414;50;9;47;0;0;0;No;13;31;3;38;18;16;4;51;27;70;Yes;No
Thomas Monconduit;28;184;France;Midfield;2000000;19;1364;0;0;12;23;310;16;861;32;21;2;0;149;0;Amiens;01/01/2019;Ligue 1;11616;15;546;15;0;11;0;0;0;No;8;11;19;28;4;11;13;31;50;23;No;No
Thomas Meunier;27;191;Belgium;Defender;24000000;16;1242;0;1;50;28;186;30;1040;20;2;0;0;143;0;Paris S-G;01/01/2019;Ligue 1;47517;14;772;25;3;9;0;0;0;No;3;4;1;27;22;2;3;75;24;68;Yes;No
Thomas Mangani;32;183;France;Midfield;1000000;24;1871;2;2;47;34;497;29;1560;25;22;1;0;209;0;Angers;01/01/2019;Ligue 1;9825;21;1073;78;2;23;0;0;0;No;0;30;11;28;11;6;11;28;33;39;No;No
Thomas Müller;29;185;Germany;Midfield;25000000;33;2255;8;21;96;50;570;39;1650;17;25;11;0;158;0;Bayern Munich;01/01/2019;Bundesliga;57353;26;1023;136;28;23;0;0;0;No;5;53;1;34;26;4;4;100;32;82;Yes;No
Thomas Lemar;23;171;France;Midfield;24000000;22;925;0;0;9;12;196;18;524;7;11;0;0;77;0;Atlético Madrid;01/01/2019;La Liga;42236;10;319;20;1;21;0;0;0;No;2;11;3;38;18;16;4;51;27;70;Yes;No
Thomas Kraft;31;187;Germany;Goalkeeper;60000;4;360;0;0;0;0;0;0;136;0;1;0;0;17;11;Hertha BSC;01/01/2019;Bundesliga;37689;4;78;0;0;0;0;9;20;No;1;0;10;34;11;8;15;48;59;41;No;No
Thomas Foket;24;177;Belgium;Defender;4000000;27;2430;0;1;45;55;300;37;1558;26;32;0;0;214;0;Reims;01/01/2019;Ligue 1;12932;27;1054;44;3;15;0;0;0;No;3;8;6;28;10;11;7;26;21;41;No;No
Thomas Delaney;27;182;Denmark;Midfield;17000000;11;830;0;0;1;25;155;16;709;20;12;1;1;105;0;Dortmund;01/01/2019;Bundesliga;57297;11;506;9;2;4;0;0;0;No;4;3;2;34;21;6;7;84;41;69;Yes;No
Thomas Delaine;27;180;France;Defender;1000000;16;1254;0;0;49;27;204;28;831;21;11;0;0;105;0;Metz;01/01/2019;Ligue 1;16583;14;468;22;0;18;0;0;0;No;4;7;15;28;8;10;10;27;35;34;No;No
Thomas Basila;20;187;France;Defender;1000000;7;415;0;0;3;6;28;3;293;3;2;0;0;51;0;Nantes;01/01/2019;Ligue 1;24635;3;208;1;0;1;0;0;0;No;1;1;13;28;11;4;13;28;31;37;No;No
Thilo Kehrer;22;186;Germany;Defender;28000000;7;480;1;0;3;10;53;3;428;6;3;1;0;52;0;Paris S-G;01/01/2019;Ligue 1;47517;5;376;6;1;0;0;0;0;No;0;4;1;27;22;2;3;75;24;68;Yes;No
Thierry Correia;20;179;Portugal;Defender;2000000;4;259;0;0;3;7;32;6;172;3;8;0;0;21;0;Valencia;01/01/2019;La Liga;29658;3;107;4;1;1;0;0;0;;0;1;9;38;14;11;13;46;53;53;No;No
Thierry Ambrose;22;178;France;Forward;1000000;18;548;0;0;12;7;122;5;312;7;9;1;0;50;0;Metz;01/01/2019;Ligue 1;16583;4;140;23;0;24;0;0;0;No;1;23;15;28;8;10;10;27;35;34;No;No
Thibaut Vargas;19;175;France;Defender;25000;3;151;0;0;6;1;33;2;88;2;1;0;0;17;0;Montpellier;01/01/2019;Ligue 1;14147;2;46;4;1;1;0;0;0;No;0;0;8;28;11;7;10;35;34;40;No;No
Thibaut Courtois;27;199;Belgium;Goalkeeper;48000000;34;3060;0;0;0;0;1;0;1153;0;4;0;0;161;74;Real Madrid;01/01/2019;La Liga;45833;34;849;1;0;0;0;20;95;No;1;1;1;38;26;9;3;70;25;87;Yes;No
Thiago Silva;34;183;Brazil;Defender;4000000;21;1571;0;0;0;33;91;27;1666;9;10;0;0;184;0;Paris S-G;01/01/2019;Ligue 1;47517;20;1440;14;2;3;0;0;0;No;1;6;1;27;22;2;3;75;24;68;Yes;No
Thiago Mendes;27;177;Brazil;Midfield;16000000;22;1812;0;6;6;47;397;34;1429;21;19;0;0;222;0;Lyon;01/01/2019;Ligue 1;47299;21;1036;42;8;15;0;0;0;No;4;26;7;28;11;7;10;42;27;40;No;No
Thiago Maia;22;179;Brazil;Midfield;3000000;3;48;0;0;0;4;13;0;44;1;1;0;0;7;0;Lille;01/01/2019;Ligue 1;36404;0;31;1;0;0;0;0;0;No;0;0;4;28;15;4;9;35;27;49;No;No
Thiago Cionek;33;183;Poland;Defender;47500;28;2169;0;1;45;65;378;49;1643;53;52;0;0;230;0;SPAL;01/01/2019;Serie A;8241;23;1029;29;3;9;1;0;0;;11;11;20;38;5;5;28;27;77;20;No;No
Thiago Alcântara;28;174;Spain;Midfield;48000000;24;1771;3;0;7;54;292;21;2018;24;14;0;0;305;0;Bayern Munich;01/01/2019;Bundesliga;57353;20;1649;57;8;59;0;0;0;No;7;19;1;34;26;4;4;100;32;82;Yes;No
Theoson Siebatcheu;23;190;France;Forward;3500000;14;440;0;1;2;6;105;6;171;11;7;1;0;29;0;Rennes;01/01/2019;Ligue 1;25893;4;78;11;2;6;0;0;0;No;3;10;3;28;15;5;8;38;24;50;No;No
Theodor Gebre Selassie;32;181;Czech Republic;Defender;1000000;28;2427;2;2;32;44;340;50;1631;24;22;2;0;173;0;Werder Bremen;01/01/2019;Bundesliga;26413;28;1118;33;4;7;1;0;0;;2;11;16;34;8;7;19;42;69;31;No;No
Theo Walcott;30;175;United Kingdom;Midfield;12000000;25;1287;2;3;40;17;189;18;575;9;17;10;0;101;0;Everton;01/01/2019;Premier League;28848;17;266;32;4;21;0;0;0;No;1;28;12;38;13;10;15;44;56;49;No;No
Theo Valls;23;179;France;Midfield;2000000;23;1632;1;1;13;31;313;23;853;13;23;0;0;179;0;Nîmes;01/01/2019;Ligue 1;12555;20;538;41;1;13;0;0;0;No;1;25;18;28;7;6;15;29;44;27;No;No
Theo Hernández;21;184;France;Defender;32000000;33;2817;6;3;74;75;488;66;2402;33;67;8;1;270;0;Milan;01/01/2019;Serie A;34078;32;1684;93;9;59;1;0;0;No;10;49;6;38;19;9;10;63;46;66;No;No
Théo Sainte-Luce;20;181;France;Defender;30000;3;22;0;0;0;0;4;0;4;0;1;0;0;1;0;Nîmes;01/01/2019;Ligue 1;12555;0;2;0;0;0;0;0;0;No;0;0;18;28;7;6;15;29;44;27;No;No
Théo Pellenard;25;182;France;Defender;1000000;8;455;0;0;17;7;83;12;326;13;3;0;0;54;0;Angers;01/01/2019;Ligue 1;9825;4;210;11;0;3;0;0;0;No;1;0;11;28;11;6;11;28;33;39;No;No
Teemu Pukki;29;180;Finland;Forward;8000000;36;2886;11;3;14;17;602;22;794;23;15;17;0;113;0;Norwich City;01/01/2019;Premier League;19913;33;421;56;5;27;0;0;0;No;3;80;20;38;5;6;27;26;75;21;No;No
Tariq Lamptey;18;164;United Kingdom;Defender;3000000;8;588;0;1;13;9;91;13;326;13;17;0;0;57;0;Brighton;01/01/2019;Premier League;22369;7;173;10;2;23;0;0;0;No;2;2;15;38;9;14;15;39;54;41;No;No
